Goblin Trapaceiro;Um goblin astuto que adora pregar pe�as em seus advers�rios.;1400;1200;monstro
Fada da Lua;Uma fada delicada que traz luz e esperan�a na escurid�o.;1400;1600;monstro
Escorpi�o Venenoso;Um escorpião com um ferrão venenoso pronto para atacar seus oponentes.;1400;1200;monstro
Sereia Encantadora;Uma sereia com uma voz hipnotizante que controla os elementos aqu�ticos.;1400;1600;monstro
Bruxa Malévola;Uma bruxa poderosa que lança maldições em seus inimigos.;1400;1200;monstro
Fada das Flores;Uma fada que tem o poder de fazer flores desabrocharem onde quer que v�.;1400;1200;monstro
Serpente Venenosa;Uma serpente cujo veneno é mortal e paralisa suas presas.;1400;1200;monstro
Esp�rito da Floresta;Um espírito guardião das florestas com poder sobre a natureza.;1500;1900;monstro
Serpente Escamada;Uma serpente com escamas resistentes que oferece prote��o contra ataques inimigos.;1500;1800;monstro
G�rgula de Pedra;Uma g�rgula de pedra que ganha vida durante a noite para proteger seu territ�rio.;1500;1900;monstro
Golem de Pedra;Um golem maci�o feito de pedra s�lida com uma Força inabal�vel.;1500;1900;monstro
Guardi�o da Chama;Um guardi�o que protege o fogo sagrado com sua vida.;1500;1800;monstro
Serpente Venenosa;Uma serpente com presas venenosas capaz de paralisar seus oponentes.;1500;1300;monstro
Guardi�o da Terra;Um guardi�o poderoso que controla os poderes da terra criando terremotos e deslizamentos de terra.;1500;1700;monstro
Serpente Escamada;Uma serpente com escamas duras e afiadas que oferece prote��o contra ataques.;1500;1800;monstro
Sereia Encantadora;Uma sereia com uma voz hipnotizante capaz de controlar as mar�s.;1500;1300;monstro
Sereia Encantadora;Uma sereia com uma voz hipnotizante capaz de controlar as mar�s.;1500;1300;monstro
Guerreiro das Sombras;Um guerreiro �gil que se move nas sombras invis�vel aos olhos de seus inimigos.;1500;1700;monstro
Soldado do Lustro Negro;Um guerreiro treinado nas artes marciais equipado com uma armadura negra reluzente.;1500;1800;monstro
Sacerdote Sombrio;Um sacerdote enigm�tico que invoca a escurid�o para destruir seus oponentes.;1600;1400;monstro
Fantasma Sinistro;Um fantasma assustador que assombra os pesadelos dos inimigos.;1600;1400;monstro
Lobo Sombrio;Um lobo negro e feroz que ataca seus oponentes com ferocidade implac�vel.;1600;1400;monstro
Vampiro Sanguin�rio;Um vampiro sedento por sangue que drena a vitalidade de seus oponentes.;1600;1400;monstro
Succubus Sedutora;Uma succubus sedutora que enfeiti�a seus oponentes com seu charme hipnotizante.;1600;1400;monstro
Fantasma Vingativo;Um fantasma atormentado em busca de vingan�a contra seus inimigos.;1600;1400;monstro
Sombra Assassina;Uma sombra maligna que se move rapidamente para atacar seus oponentes.;1600;1400;monstro
Mago Arcano;Um mago com dom�nio sobre as energias arcanas e feiti�os poderosos.;1600;1400;monstro
Cavaleiro da Rosa;Um cavaleiro valente que empunha uma espada com espinhos afiados.;1600;1800;monstro
Ladr�o de Almas;Um ladr�o sobrenatural que rouba as almas de suas v�timas para aumentar seu poder.;1600;1800;monstro
Espectro Sombrio;Um espectro que se esconde nas sombras e aterroriza os vivos.;1600;1400;monstro
Lobo Sombrio;Um lobo negro e sinistro que ronda as florestas assombradas.;1600;1400;monstro
Elemental de Chamas;Uma entidade elemental feita de fogo puro.;1600;1400;monstro
Ladr�o de Almas;Um ser sombrio que rouba a energia vital de seus oponentes.;1600;1800;monstro
Arqueiro �lfico;Um arqueiro �gil e preciso especializado em ataques de longa dist�ncia.;1600;1400;monstro
Guardi�o do Templo;Um guardi�o leal que protege os segredos antigos de um templo esquecido.;1600;1800;monstro
Espectro Sinistro;Um espectro assombroso que traz consigo a escurid�o e a morte.;1600;1800;monstro
Esp�rito da Natureza;Um esp�rito que personifica a Força da natureza em sua forma mais pura.;1600;1400;monstro
Ladr�o de Almas;Um ladr�o sombrio que rouba as almas dos oponentes para aumentar seu pr�prio poder.;1700;1500;monstro
Cavaleiro das Sombras;Um cavaleiro misterioso que se move pelas sombras e ataca silenciosamente.;1700;1600;monstro
Bruxa Encantadora;Uma bruxa poderosa que conjura magias encantadoras para manipular seus oponentes.;1700;1500;monstro
Centauro Selvagem;Um centauro poderoso com Força bruta e habilidades de tiro precisas.;1700;1600;monstro
Arqueiro Habilidoso;Um arqueiro com habilidades de tiro precisas e uma mira infal�vel.;1700;1500;monstro
Lobo Noturno;Um lobo selvagem que aterroriza a noite com seu uivo sinistro.;1700;1500;monstro
Cavaleiro de Bronze;Um cavaleiro corajoso com uma armadura simples mas eficaz.;1700;1800;monstro
Bruxo das Sombras;Um bruxo maligno que conjura magias negras para destruir seus oponentes.;1700;1500;monstro
Cavaleiro Fantasma;Um cavaleiro misterioso que vaga pelos campos de batalha assombrados.;1700;1600;monstro
Bruxa Enfeiti�adora;Uma bruxa com habilidades mágicas e um arsenal de feiti�os poderosos.;1700;1500;monstro
G�rgula Sinistra;Uma criatura demon�aca com asas de morcego e um olhar aterrador.;1700;2000;monstro
Mago das Sombras;Um mago misterioso que conjura feiti�os sombrios para atacar seus inimigos.;1700;1500;monstro
Cavaleiro do trovão;Um cavaleiro corajoso que controla os raios e trov�es.;1800;1700;monstro
Guardi�o do Fogo;Um guardi�o feroz que controla as chamas ardentes.;1800;2000;monstro
Elemental de Luz;Um elemental brilhante feito de pura luz divina.;1800;1900;monstro
Cavaleiro das Chamas;Um cavaleiro corajoso que manipula o fogo em suas investidas ardentes.;1800;1700;monstro
Elemental de Trevas;Um elemental sinistro feito das sombras mais profundas trazendo terror aos inimigos.;1800;2000;monstro
Esp�rito da Luz;Um esp�rito radiante que ilumina as trevas e concede prote��o divina.;1800;1900;monstro
Guardi�o das Chamas;Um guardi�o ardente que protege a Força vital do fogo.;1800;1700;monstro
Elemental de G�s;Um elemental feito de g�s vol�til capaz de explodir em chamas e causar explos�es.;1800;2000;monstro
Elemental de Terra;Um elemental feito de rochas e terra capaz de causar terremotos.;1800;2000;monstro
Elemental de Luz;Um elemental brilhante feito de pura luz que cega seus oponentes.;1800;2000;monstro
Elemental de Fogo;Um elemental feito de chamas ardentes que reduz tudo a cinzas.;1800;1900;monstro
Guardi�o do C�u;Um guardi�o celestial que protege o equil�brio entre o c�u e a terra.;1800;2000;monstro
Harpia Devastadora;Uma harpia com garras afiadas e asas poderosas capaz de destruir tudo em seu caminho.;1800;1600;monstro
Cavaleiro das Trevas;Um guerreiro sombrio que cavalga um corcel demon�aco.;1800;1200;monstro
Dragão de Terra;Um Dragão gigante que emerge das profundezas da terra.;1800;2200;monstro
Cavaleiro de Prata;Um cavaleiro habilidoso com uma armadura de prata reluzente.;1800;1600;monstro
Golem de Areia;Um golem formado por gr�os de areia que se movem em sincronia.;1800;2200;monstro
Fantasma do P�ntano;Um esp�rito assombrando um p�ntano enevoado aterrorizando intrusos.;1800;2000;monstro
Le�o de Ouro;Um majestoso le�o dourado símbolo de coragem e nobreza.;1800;2100;monstro
G�rgula de Pedra;Uma criatura de pedra viva que protege antigas ru�nas.;1800;2200;monstro
Elemental de Metal;Um elemental feito de metal resistente capaz de resistir a ataques poderosos.;1900;2100;monstro
Harpia Devoradora;Uma harpia feroz que dilacera seus oponentes com suas garras afiadas.;1900;1700;monstro
Elemental de Gelo;Um elemental feito de gelo glacial capaz de congelar tudo ao seu redor.;1900;2100;monstro
Elemental de Vento;Um elemental feito de ventos furiosos capaz de criar tornados devastadores.;1900;2100;monstro
Cavaleiro de Prata;Um cavaleiro habilidoso com uma armadura de prata reluzente.;1900;1700;monstro
Serpente Marinha;Uma serpente colossal que rasteja pelos oceanos e engole navios inteiros.;1900;2100;monstro
Serpente Marinha;Uma serpente gigante que habita as profundezas do oceano.;1900;1500;monstro
Esp�rito da Tempestade;Um esp�rito que controla os elementos da tempestade com f�ria implac�vel.;1900;1700;monstro
Quimera Infernal;Uma criatura grotesca composta por partes de v�rios monstros invocada do submundo.;1900;1500;monstro
Cavaleiro de Prata;Um cavaleiro habilidoso com uma armadura de prata reluzente.;1900;1700;monstro
Elemental de Gelo;Um elemental feito de gelo s�lido que congela seus inimigos com um toque.;1900;2100;monstro
Soldado de Ferro;Um guerreiro armado com uma armadura de ferro indestrut�vel.;1900;1700;monstro
Cavaleiro Relâmpago;Um cavaleiro r�pido como um raio capaz de desferir ataques surpreendentes.;1900;1500;monstro
Minotauro Feroz;Uma criatura metade homem metade touro conhecida por sua Força imensa.;1900;1700;monstro
Dragão de Marfim;Um Dragão elegante com escamas brancas como o marfim.;2000;1800;monstro
Tit� da Terra;Um tit� gigante com controle sobre os poderes da terra.;2000;1800;monstro
Dragão de Ouro;Um Dragão majestoso feito de ouro puro símbolo de riqueza e poder.;2000;1800;monstro
Fênix Flamejante;Uma Fênix majestosa que renasce das cinzas e incendeia seus oponentes.;2000;1800;monstro
Guardião da Escuridão;Um guardião sombrio que protege os segredos do mundo subterrâneo.;2000;1800;monstro
Fera Celestial;Uma fera majestosa com poderes cósmicos capaz de desencadear ataques devastadores.;2000;1800;monstro
Cavaleiro Espectral;Um cavaleiro cuja armadura é feita de energia espectral.;2000;1600;monstro
Dragão de Cristal;Um Dragão feito de cristais preciosos com uma beleza deslumbrante.;2000;2200;monstro
Golem de Pedra Preciosa;Um golem feito de pedras preciosas emanando energia brilhante.;2000;2000;monstro
Titã de Pedra;Um titã gigante feito de pedra com Força inigualável.;2000;1800;monstro
Lobo Fantasma;Um lobo espectral que aterroriza seus oponentes com sua aparência assustadora.;2000;1600;monstro
Tigre de Fogo;Um tigre que é envolto por chamas ardentes deixando um rastro de destruição por onde passa.;2000;1800;monstro
Dragão de Metal;Um Dragão feito de metal indestrutível capaz de atravessar qualquer defesa.;2000;1800;monstro
Dragão Celestial;Um Dragão majestoso que habita os céus e emana poder divino.;2100;1900;monstro
Guardião do Abismo;Um guardião das profundezas do abismo com olhos penetrantes e poder avassalador.;2100;2000;monstro
Dragão Negro;Um Dragão negro que aterroriza a noite com seu poder sombrio.;2100;1900;monstro
Dragão da Tempestade;Um Dragão imponente que controla as tempestades e descarrega raios nos seus inimigos.;2100;1900;monstro
Dragão do Trovão;Um Dragão que controla os poderes do trovão e lança raios em seus inimigos.;2100;1900;monstro
Golem de Ferro;Um golem poderoso feito de ferro maciço.;2100;2000;monstro
Cavaleiro Real;Um cavaleiro nobre com uma armadura ornamentada e um código de honra.;2100;1900;monstro
Dragão Celestial;Um Dragão majestoso que habita os céus com asas brilhantes.;2100;1900;monstro
Guardião do Abismo;Um guardião das profundezas do abismo com olhos penetrantes e um poder avassalador.;2100;2000;monstro
Lobisomem Feroz;Uma criatura meio humana meio lobo que ataca durante a noite de lua cheia.;2100;1500;monstro
Golem de Pedra;Um gigantesco golem feito de pedra sólida.;2100;1900;monstro
Cavaleiro Dourado;Um cavaleiro corajoso com uma armadura dourada brilhante.;2100;1900;monstro
Ciber Dragão;Um Dragão mecânico equipado com alta tecnologia.;2100;1600;monstro
Dragão Sagrado;Um Dragão sagrado que protege os reinos celestiais com sua Força divina.;2200;2000;monstro
Dragão de Lava;Um Dragão que controla o fogo vulcânico e incinera seus oponentes.;2200;1900;monstro
Dragão Cintilante;Um Dragão místico com escamas brilhantes que refletem a luz.;2200;1800;monstro
Dragão de Vento;Um Dragão cujas asas são feitas de vento capaz de voar a altas velocidades.;2200;1900;monstro
Fênix Flamejante;Uma fênix majestosa que renasce das cinzas com chamas intensas.;2200;1800;monstro
Dragão de Gelo;Um Dragão que congela tudo à sua volta com seu sopro gélido.;2200;1800;monstro
Dragão Sagrado;Um Dragão sagrado que irradia uma aura divina e protege os inocentes.;2200;2000;monstro
Dragão de Lava;Um Dragão que habita vulcões lançando lava derretida em seus oponentes.;2200;1900;monstro
Dragão do Trovão;Um Dragão que pode controlar os poderes da tempestade.;2200;2000;monstro
Dragão de Gelo;Um Dragão de gelo cuja respiração congelante pode congelar seus oponentes.;2200;1800;monstro
Cavaleiro lendário;Um cavaleiro habilidoso com uma armadura lendária que concede poderes sobrenaturais.;2200;2000;monstro
Dragão Divino;Um Dragão sagrado imbuido com poderes divinos capaz de purificar o mal.;2300;2100;monstro
Ciclope Gigante;Um ciclope de tamanho colossal capaz de causar destruição em massa.;2300;2100;monstro
Dragão de Tempestade;Um Dragão que controla os ventos e as tempestades.;2300;2000;monstro
Dragão Relâmpago;Um Dragão que controla os raios e Relâmpagos atingindo seus oponentes com eletricidade.;2300;2100;monstro
Dragão de Fogo;Um Dragão cuspidor de fogo que destrói tudo em seu caminho.;2300;2100;monstro
Dragão de Lava;Um Dragão que habita as profundezas vulcânicas e cospe lava derretida.;2300;2000;monstro
Dragão Negro de Olhos Vermelhos;Um Dragão lendário com olhos vermelhos penetrantes que ataca com f�ria impar�vel.;2400;2000;monstro
Dragão Negro de Asas Vermelhas;Um Dragão poderoso com asas vermelhas que espalham a destruição por onde passam.;2400;2000;monstro
Dragão das Trevas;Um Dragão sinistro que surge das sombras para atacar seus inimigos.;2400;2100;monstro
Dragão de Plasma;Um Dragão que emite raios de plasma destrutivos para atacar seus oponentes.;2400;2000;monstro
Demônio das Trevas;Um demônio poderoso que emerge das profundezas do submundo para espalhar o caos.;2400;2000;monstro
Dragão de água;Um Dragão que habita os mares e controla a água.;2400;2100;monstro
Fênix Imortal;Uma ave mística que renasce das cinzas e possui um poder de fogo avassalador.;2400;2000;monstro
Dragão Negro;Um Dragão de escamas negras que espalha medo e destruição por onde passa.;2400;2200;monstro
Dragão Estelar;Um Dragão celestial que brilha como as estrelas e tem o poder de controlar a gravidade.;2500;2300;monstro
Mago Negro;Um mago habilidoso que invoca poderosos feitiços das trevas.;2500;2100;monstro
Dragão Branco de Olhos Azuis;Um lendário Dragão que é um símbolo de poder e dominação.;3000;2500;monstro
